ObjId,DocumentType,DocId,DocketId,Title
0900006480b15515,Notice,FDA-2008-D-0434-0012,FDA-2008-D-0434,"Guidance for Humanitarian Device Exemption Holders, et al.; Availability: Humanitarian Device Exemption Regulation; Questions and Answers"
0900006480b154b6,Other,FDA-2008-D-0434-0013,FDA-2008-D-0434,"Guidance for HDE Holders, Institutional Review Boards (IRBs), Clinical Investigators, and Food and Drug Administration Staff - Humanitarian Device Exemption (HDE) Regulation: Questions and Answers"
0900006483baeb44,Supporting & Related Material,FDA-2019-P-1783-0003,FDA-2019-P-1783,"Attachment 1 - New Opioid Analgesic Approvals and Outpatient
Utilization of Opioid Analgesics in the United States,
1997 through 2015 - Re: Citizen petition from Public Citizen"
0900006483f1122a,Other,FDA-2019-P-1783-0005,FDA-2019-P-1783,Response Letter ( Denial) from FDA CDER to Public Citizen's Health Research Group
0900006483baee9b,Other,FDA-2019-P-1783-0002,FDA-2019-P-1783,Acknowledgment Letter from FDA DDM to Public Citizen
0900006483bae3e2,Other,FDA-2019-P-1783-0001,FDA-2019-P-1783,Citizen Petition from Public Citizen
0900006480fa13a3,Other,FDA-2010-P-0644-0009,FDA-2010-P-0644,Interim Response to International Packaged Ice Association - Letter
0900006480bbad1a,Supporting & Related Material,FDA-2010-P-0644-0004,FDA-2010-P-0644,"Appendix 3 - ""NACS Daily Community Columns Foodservice"" -  [International Packaged Ice Association (IPIA) - Citizen Petition]"
0900006480bbad19,Supporting & Related Material,FDA-2010-P-0644-0003,FDA-2010-P-0644,"Appendix 2 - ""Department of Public Health and Human Serices, Chapter 110 Subchapter 8 Drinking Water and Ice"" -  [International Packaged Ice Association (IPIA) - Citizen Petition]"
0900006480bbad1c,Supporting & Related Material,FDA-2010-P-0644-0006,FDA-2010-P-0644,"Appendix 5 - ""Department of Defense Standard Practice, Sanitation Requirements for Food Establishments"" -  [International Packaged Ice Association (IPIA) - Citizen Petition]"
0900006480bbad17,Other,FDA-2010-P-0644-0001,FDA-2010-P-0644,International Packaged Ice Association (IPIA) - Citizen Petition
0900006480bbad1b,Supporting & Related Material,FDA-2010-P-0644-0005,FDA-2010-P-0644,"Appendix 4 - ""99-Manurfacture and Storage of Ice in Puerto Rico"" -  [International Packaged Ice Association (IPIA) - Citizen Petition]"
0900006480bbad1d,Supporting & Related Material,FDA-2010-P-0644-0007,FDA-2010-P-0644,"Appendix 6 - ""Amendment of Solicitation/Modification of Contact...."" -  [International Packaged Ice Association (IPIA) - Citizen Petition]"
090000648148763c,Other,FDA-2010-P-0644-0010,FDA-2010-P-0644,International Packaged Ice Association - Supplement
0900006480bbad18,Supporting & Related Material,FDA-2010-P-0644-0002,FDA-2010-P-0644,"Appendix 1 - ""State of Florida Regulations for Packaged Ice Dealers"" - [International Packaged Ice Association (IPIA) - Citizen Petition]"
0900006480bbad3d,Other,FDA-2010-P-0644-0008,FDA-2010-P-0644,Acknowledgement Letter to International Packaged Ice Association (IPIA)
09000064839baa33,Other,FDA-2018-P-4832-0001,FDA-2018-P-4832,Citizen Petition from Goodwin Procter LLP (on behalf of Amneal Pharmaceuticals LLC
09000064839bad14,Other,FDA-2018-P-4832-0002,FDA-2018-P-4832,Acknowledgment Letter from FDA DDM to Goodwin Procter LLP
0900006483d1e951,Other,FDA-2018-P-4832-0004,FDA-2018-P-4832,Interim Response Letter from FDA CDER to Goodwin Procter LLP
09000064811bb825,Other,FDA-2012-P-0747-0003,FDA-2012-P-0747,"Interim Response to Leroy Leslie Hamilton, Ph.D. - Letter"
090000648108a992,Other,FDA-2012-P-0747-0002,FDA-2012-P-0747,"Acknowledgement Letter to Leroy Leslie Hamilton, Ph.D."
090000648121ea1b,Other,FDA-2012-P-0747-0004,FDA-2012-P-0747,"FDA/CDRH to Leroy Leslie Hamilton, Ph.D. - Petition Approval"
090000648108a990,Other,FDA-2012-P-0747-0001,FDA-2012-P-0747,"Leroy Leslie Hamilton, Ph.D. - Citizen Petition"
090000648216523f,Notice,FDA-2012-N-0748-0008,FDA-2012-N-0748,"Agency Information Collection Activities; Proposals, Submissions, and Approvals"
0900006481cb3234,Notice,FDA-2012-N-0748-0007,FDA-2012-N-0748,"Agency Information Collection Activities; Proposed Collection;
Submission for Office of Management and Budget Review; Guidance for
Industry on Generic Drug User Fee Cover Sheet"
0900006481b152df,Notice,FDA-2012-N-0748-0006,FDA-2012-N-0748,"Agency Information Collection Activities; Proposed Collection;
Comment Request; Guidance for Industry on Generic Drug User Fee
Cover Sheet; Form FDA 3794"
09000064810b1b31,Notice,FDA-2012-N-0748-0001,FDA-2012-N-0748,Agency Information Collection Activities; Proposed Collection Comment Request; Generic Drug User Fee Cover Sheet; Form FDA 3794
090000648115f3c7,Notice,FDA-2012-N-0748-0005,FDA-2012-N-0748,"Agency Information Collection Activities; Proposals, Submissions, and Approvals: Generic Drug User Fee Cover Sheet"
090000648221526e,Supporting & Related Material,FDA-2016-P-2782-0004,FDA-2016-P-2782,Exhibit 2 re Request the Commissioner of FDA to require any ANDA applicant who cites Ciprodex as the RLD to establish bioequivalence by performing in vivo clinical endpoint studies
09000064824ba07b,Other,FDA-2016-P-2782-0031,FDA-2016-P-2782,Citizen Petition Partial Approval and Denial Response from FDA CDER to Novartis Pharmaceuticals Ophthalmology
09000064822150e5,Supporting & Related Material,FDA-2016-P-2782-0019,FDA-2016-P-2782,Exhibit 17 re Request the Commissioner of FDA to require any ANDA applicant who cites Ciprodex as the RLD to establish bioequivalence by performing in vivo clinical endpoint studies
09000064822150ec,Supporting & Related Material,FDA-2016-P-2782-0025,FDA-2016-P-2782,Exhibit 23 re Request the Commissioner of FDA to require any ANDA applicant who cites Ciprodex as the RLD to establish bioequivalence by performing in vivo clinical endpoint studies
09000064822151b8,Other,FDA-2016-P-2782-0001,FDA-2016-P-2782,"Citizen Petition from Alcon Pharmaceuticals, Ltd. (Novartis Pharmaceuticals Corporation)"
09000064822150e0,Supporting & Related Material,FDA-2016-P-2782-0014,FDA-2016-P-2782,Exhibit 12 re Request the Commissioner of FDA to require any ANDA applicant who cites Ciprodex as the RLD to establish bioequivalence by performing in vivo clinical endpoint studies
0900006482215270,Supporting & Related Material,FDA-2016-P-2782-0006,FDA-2016-P-2782,Exhibit 4 re Request the Commissioner of FDA to require any ANDA applicant who cites Ciprodex as the RLD to establish bioequivalence by performing in vivo clinical endpoint studies
0900006482215271,Supporting & Related Material,FDA-2016-P-2782-0007,FDA-2016-P-2782,Exhibit 5 re Request the Commissioner of FDA to require any ANDA applicant who cites Ciprodex as the RLD to establish bioequivalence by performing in vivo clinical endpoint studies
0900006482215274,Supporting & Related Material,FDA-2016-P-2782-0010,FDA-2016-P-2782,Exhibit 8 re Request the Commissioner of FDA to require any ANDA applicant who cites Ciprodex as the RLD to establish bioequivalence by performing in vivo clinical endpoint studies
09000064822150e2,Supporting & Related Material,FDA-2016-P-2782-0016,FDA-2016-P-2782,Exhibit 14 re Request the Commissioner of FDA to require any ANDA applicant who cites Ciprodex as the RLD to establish bioequivalence by performing in vivo clinical endpoint studies
09000064822150e8,Supporting & Related Material,FDA-2016-P-2782-0022,FDA-2016-P-2782,Exhibit 20 re Request the Commissioner of FDA to require any ANDA applicant who cites Ciprodex as the RLD to establish bioequivalence by performing in vivo clinical endpoint studies
0900006482215217,Supporting & Related Material,FDA-2016-P-2782-0003,FDA-2016-P-2782,Exhibit 1 re Request the Commissioner of FDA to require any ANDA applicant who cites Ciprodex as the RLD to establish bioequivalence by performing in vivo clinical endpoint studies
0900006482215272,Supporting & Related Material,FDA-2016-P-2782-0008,FDA-2016-P-2782,Exhibit 6 re Request the Commissioner of FDA to require any ANDA applicant who cites Ciprodex as the RLD to establish bioequivalence by performing in vivo clinical endpoint studies
0900006482215273,Supporting & Related Material,FDA-2016-P-2782-0009,FDA-2016-P-2782,Exhibit 7 re Request the Commissioner of FDA to require any ANDA applicant who cites Ciprodex as the RLD to establish bioequivalence by performing in vivo clinical endpoint studies
090000648221526f,Supporting & Related Material,FDA-2016-P-2782-0005,FDA-2016-P-2782,Exhibit 3 re Request the Commissioner of FDA to require any ANDA applicant who cites Ciprodex as the RLD to establish bioequivalence by performing in vivo clinical endpoint studies
0900006482215276,Supporting & Related Material,FDA-2016-P-2782-0012,FDA-2016-P-2782,Exhibit 10 re Request the Commissioner of FDA to require any ANDA applicant who cites Ciprodex as the RLD to establish bioequivalence by performing in vivo clinical endpoint studies
09000064822150e4,Supporting & Related Material,FDA-2016-P-2782-0018,FDA-2016-P-2782,Exhibit 16 re Request the Commissioner of FDA to require any ANDA applicant who cites Ciprodex as the RLD to establish bioequivalence by performing in vivo clinical endpoint studies
09000064822150e6,Supporting & Related Material,FDA-2016-P-2782-0020,FDA-2016-P-2782,Exhibit 18 re Request the Commissioner of FDA to require any ANDA applicant who cites Ciprodex as the RLD to establish bioequivalence by performing in vivo clinical endpoint studies
09000064822150eb,Supporting & Related Material,FDA-2016-P-2782-0024,FDA-2016-P-2782,Exhibit 22 re Request the Commissioner of FDA to require any ANDA applicant who cites Ciprodex as the RLD to establish bioequivalence by performing in vivo clinical endpoint studies
09000064822150ed,Supporting & Related Material,FDA-2016-P-2782-0026,FDA-2016-P-2782,Exhibit 24 re Request the Commissioner of FDA to require any ANDA applicant who cites Ciprodex as the RLD to establish bioequivalence by performing in vivo clinical endpoint studies
09000064822150f0,Supporting & Related Material,FDA-2016-P-2782-0029,FDA-2016-P-2782,Exhibit 27 re Request the Commissioner of FDA to require any ANDA applicant who cites Ciprodex as the RLD to establish bioequivalence by performing in vivo clinical endpoint studies
09000064822150f1,Supporting & Related Material,FDA-2016-P-2782-0030,FDA-2016-P-2782,Exhibit 28 re Request the Commissioner of FDA to require any ANDA applicant who cites Ciprodex as the RLD to establish bioequivalence by performing in vivo clinical endpoint studies
09000064822150e3,Supporting & Related Material,FDA-2016-P-2782-0017,FDA-2016-P-2782,Exhibit 15 re Request the Commissioner of FDA to require any ANDA applicant who cites Ciprodex as the RLD to establish bioequivalence by performing in vivo clinical endpoint studies
09000064822150e7,Supporting & Related Material,FDA-2016-P-2782-0021,FDA-2016-P-2782,Exhibit 19 re Request the Commissioner of FDA to require any ANDA applicant who cites Ciprodex as the RLD to establish bioequivalence by performing in vivo clinical endpoint studies
09000064822150ee,Supporting & Related Material,FDA-2016-P-2782-0027,FDA-2016-P-2782,Exhibit 25 re Request the Commissioner of FDA to require any ANDA applicant who cites Ciprodex as the RLD to establish bioequivalence by performing in vivo clinical endpoint studies
0900006482532adc,Supporting & Related Material,FDA-2017-P-1990-0005,FDA-2017-P-1990,"Reference 2 Improvement of Constipation by a Small Amount of Xylooligosaccharides re Citizen Petition from AIDP, Inc"
0900006482532ae0,Supporting & Related Material,FDA-2017-P-1990-0009,FDA-2017-P-1990,"Reference 6 Effect of Xylooligosaccharide Intake on Severe Constipation in Pregnant Women re Citizen Petition from AIDP, Inc"
09000064834111b3,Other,FDA-2017-P-1990-0019,FDA-2017-P-1990,FDA-2017-P-1990-AIDP - Addendum
0900006483074d38,Supporting & Related Material,FDA-2017-P-1990-0018,FDA-2017-P-1990,A supplemental submission to previous Citizen Petition FDA-2017-P-1990
0900006482532add,Supporting & Related Material,FDA-2017-P-1990-0006,FDA-2017-P-1990,"Reference 3 - Translation of Reference 2 Article - Improvement of Constipation by a Small Amount of Xylooligosaccharides re Citizen Petition from AIDP, Inc"
090000648253274b,Other,FDA-2017-P-1990-0002,FDA-2017-P-1990,"Acknowledgement Letter from FDA DDM to AIDP, Inc."
0900006482532ae3,Supporting & Related Material,FDA-2017-P-1990-0012,FDA-2017-P-1990,"Reference 9 Effects of Xylooligosaccharide in Type 2 Diabetes Mellitus re Citizen Petition from AIDP, Inc"
0900006482532ae8,Supporting & Related Material,FDA-2017-P-1990-0013,FDA-2017-P-1990,"Reference 10 Effects of Xylooligosaccharide on Fecal Bifdobacteria, Lactic Acid and Lipid Metabolism re Citizen Petition from AIDP, Inc"
0900006482532adb,Supporting & Related Material,FDA-2017-P-1990-0004,FDA-2017-P-1990,"Reference 1 Xylo-oligosaccharides alone or in synbiotic combination re Citizen Petition from AIDP, Inc"
09000064839346e9,Other,FDA-2017-P-1990-0021,FDA-2017-P-1990,Letter from FDA CFSAN to AIDP Inc.
0900006482bc3323,Other,FDA-2017-P-1990-0016,FDA-2017-P-1990,Interim Response Letter from FDA to AIDP
09000064838f1ae8,Other,FDA-2017-P-1990-0020,FDA-2017-P-1990,Letter from FDA CFSAN to AIDP Inc.
0900006482532749,Other,FDA-2017-P-1990-0001,FDA-2017-P-1990,"Citizen Petition from AIDP, Inc"
0900006482532ada,Supporting & Related Material,FDA-2017-P-1990-0003,FDA-2017-P-1990,"Reference List re Citizen Petition from AIDP, Inc"
0900006482532ade,Supporting & Related Material,FDA-2017-P-1990-0007,FDA-2017-P-1990,"Reference 4 Effect of xylooligosaccharide-sugar mixture on defecation re Citizen Petition from AIDP, Inc"
0900006482532adf,Supporting & Related Material,FDA-2017-P-1990-0008,FDA-2017-P-1990,"Reference 5 Trasnlation of Reference 4 article -Effect of xylooligosaccharide-sugar mixture on defecation re Citizen Petition from AIDP, Inc"
0900006482532ae1,Supporting & Related Material,FDA-2017-P-1990-0010,FDA-2017-P-1990,"Reference 7 Xyloogosaccharides Improved Intestinal Dysfunction re Citizen Petition from AIDP, Inc"
0900006482532ae2,Supporting & Related Material,FDA-2017-P-1990-0011,FDA-2017-P-1990,"Reference 8 Xylooligosaccharide Increases Bifidobacteria re Citizen Petition from AIDP, Inc"
0900006482532ae9,Supporting & Related Material,FDA-2017-P-1990-0014,FDA-2017-P-1990,"Reference 11 - Translation of Reference 10 article - Effects of Xylooligosaccharide on Fecal Bifdobacteria, Lactic Acid and Lipid Metabolism re Citizen Petition from AIDP, Inc"
0900006482532aea,Supporting & Related Material,FDA-2017-P-1990-0015,FDA-2017-P-1990,"Reference 12 Dietary Intake of Xylooligosaccharides improves the intestinal microbiota, fecal moisture re Citizen Petition from AIDP, Inc"
09000064830745fb,Supporting & Related Material,FDA-2017-P-1990-0017,FDA-2017-P-1990,Supplemental submission of publications  -  re Request that the FDA amend 21 CFR § 101.9 (c)(6)(i) to recognize xylooligosaccharides as a dietary fiber for the purposes of nutrition labeling.
09000064817030da,Other,FDA-2014-P-0646-0001,FDA-2014-P-0646,Citizen Petition from Kamat Pharmatech
0900006482214fbd,Supporting & Related Material,FDA-2014-P-0646-0010,FDA-2014-P-0646,Draft Proposed Trazodone Oral Solution Prescribing Information re Supplement from Kamat Pharmatech
0900006482d8388b,Other,FDA-2014-P-0646-0011,FDA-2014-P-0646,Letter from Kamat Pharmatech to FDA DDM
090000648199a04b,Supporting & Related Material,FDA-2014-P-0646-0004,FDA-2014-P-0646,Citizen Petition from Kamat Pharmatech re Letter from Kamat Pharmatech to FDA/DDM
090000648199a275,Other,FDA-2014-P-0646-0002,FDA-2014-P-0646,Letter from Kamat Pharmatech to FDA/DDM
0900006482214e28,Other,FDA-2014-P-0646-0007,FDA-2014-P-0646,Supplement from Kamat Pharmatech
09000064817030de,Other,FDA-2014-P-0646-0005,FDA-2014-P-0646,Acknowledgement Letter From FDA DDM to Kamat Pharmatech
0900006482214e2a,Supporting & Related Material,FDA-2014-P-0646-0009,FDA-2014-P-0646,Trazodone RLD Prescribing Information re Supplement from Kamat Pharmatech
0900006482214e29,Supporting & Related Material,FDA-2014-P-0646-0008,FDA-2014-P-0646,Kamat Pharmatech's Suitability Petition Revision
09000064821ddb39,Other,FDA-2014-P-0646-0006,FDA-2014-P-0646,Letter from Kamat Pharmatech to FDA
090000648199a464,Other,FDA-2014-P-0646-0003,FDA-2014-P-0646,Letter from Kamat Pharmatech to FDA/DDM
09000064817032a0,Other,FDA-2014-P-0647-0002,FDA-2014-P-0647,Acknowledgement Letter from FDA DDM to Kamat Pharmatech
09000064819ad0bf,Supporting & Related Material,FDA-2014-P-0647-0004,FDA-2014-P-0647,Citizen Petition from Kamat Pharmatech re Letter from Kamat Pharmatech to FDA/DDM
09000064819ad0bd,Other,FDA-2014-P-0647-0003,FDA-2014-P-0647,Letter from Kamat Pharmatech to FDA/DDM
090000648170329e,Other,FDA-2014-P-0647-0001,FDA-2014-P-0647,Citizen Petition From Kamat Pharmatech
0900006481922959,Other,FDA-2014-P-1882-0001,FDA-2014-P-1882,Citizen Petition From Isabella Guajardo
090000648192298a,Other,FDA-2014-P-1882-0002,FDA-2014-P-1882,Acknowledgement Letter From FDA DDM to Isabella Guajardo
090000648330e2d6,Other,FDA-2016-P-1246-0007,FDA-2016-P-1246,Response Letter from FDA CDER to the Working Group on Women's Health and Well-Being in Menopause and The North American Menopause Society
0900006481fd70cf,Supporting & Related Material,FDA-2016-P-1246-0004,FDA-2016-P-1246,Attachment 1 Why the product labeling for low-dose vaginal estrogen should be changed re Citizen Petition  from the Working Group on Women's Health and Well-Being in Menopause and The North American Menopause Society
0900006481fae7e8,Other,FDA-2016-P-1246-0002,FDA-2016-P-1246,Acknowledgement Letter from FDA DDM to the Working Group on Women's Health and Well-Being in Menopause and The North American Menopause Society
0900006481fd70ce,Supporting & Related Material,FDA-2016-P-1246-0003,FDA-2016-P-1246,Attachment 2 - 050916 NAMS Petition Signatures re Citizen Petition  from the Working Group on Women's Health and Well-Being in Menopause and The North American Menopause Society
0900006481faea92,Other,FDA-2016-P-1246-0001,FDA-2016-P-1246,Citizen Petition  from the Working Group on Women's Health and Well-Being in Menopause and The North American Menopause Society
0900006482033b07,Other,FDA-2016-P-1246-0005,FDA-2016-P-1246,Correction from The North American Menopause Society
0900006481cd0f79,Supporting & Related Material,FDA-2015-P-3778-0009,FDA-2015-P-3778,Appendix 7  Table D‐2 ANSI-AAMI-IEC 60601‐1 Third edition re Citizen Petition from Orthofix
0900006481cd11dd,Supporting & Related Material,FDA-2015-P-3778-0007,FDA-2015-P-3778,Appendix 5  Guidance for Industry “Alternative to Certain Prescription Device Labeling Requirements 1-21-2000 re Citizen Petition from Orthofix
0900006481cd11d4,Other,FDA-2015-P-3778-0002,FDA-2015-P-3778,"Acknowledgement Letter from FDA DDM to Orthofix, Inc."
0900006481f7d367,Other,FDA-2015-P-3778-0012,FDA-2015-P-3778,Interim Response to Orthofix
0900006481cd11db,Supporting & Related Material,FDA-2015-P-3778-0005,FDA-2015-P-3778,Appendix 3  FDA Public Workshop Presentation “Use of Symbols on Medical Device Labeling” re Citizen Petition from Orthofix
0900006482155681,Other,FDA-2015-P-3778-0013,FDA-2015-P-3778,Withdrawal from Orthofix Inc.
0900006481cd0f78,Supporting & Related Material,FDA-2015-P-3778-0008,FDA-2015-P-3778,Appendix 6  ASTM F2503‐13 Standard Practice for Marking Medical Devices and Other Items for Safety in the Magnetic Resonance Environment re Citizen Petition from Orthofix
0900006481f68908,Other,FDA-2015-P-3778-0011,FDA-2015-P-3778,Interim Response to Orthofix
0900006481cd0f7a,Supporting & Related Material,FDA-2015-P-3778-0010,FDA-2015-P-3778,Appendix 8  Use of Certain Symbols in Labeling” FDA Docket FDA‐2013‐N‐0125 re Citizen Petition from Orthofix
0900006481cd11dc,Supporting & Related Material,FDA-2015-P-3778-0006,FDA-2015-P-3778,Appendix 4  Guidance for Industry and FDA Staff- Use of Symbols on Labels 11-30-2004 re Citizen Petition from Orthofix
0900006481cd11d9,Supporting & Related Material,FDA-2015-P-3778-0003,FDA-2015-P-3778,"Appendix 1 Federal Register Volume 78, Number 76 at page 23508‐23513 April 19, 2013 re Citizen Petition from Orthofix"
0900006481cd11da,Supporting & Related Material,FDA-2015-P-3778-0004,FDA-2015-P-3778,Appendix 2  ISO 15223‐1:2012 re Citizen Petition from Orthofix
0900006481cd0eda,Other,FDA-2015-P-3778-0001,FDA-2015-P-3778,Citizen Petition from Orthofix
09000064823048ed,Other,FDA-2016-D-3329-0001,FDA-2016-D-3329,Guidance for FDA Staff Compliance Policy Guide Section 101.100 FDA Considerations for Recommending Charges Under 21 U.S.C. §331(a) or (d) for Causing the Introduction of Violative Products into Interstate Commerce
0900006483716433,Supporting & Related Material,FDA-2018-P-3535-0003,FDA-2018-P-3535,Appendix 1 re Petition from Norbrook Laboratories Limited
0900006483716435,Supporting & Related Material,FDA-2018-P-3535-0005,FDA-2018-P-3535,Appendix 3 re Petition from Norbrook Laboratories Limited
0900006483716758,Other,FDA-2018-P-3535-0001,FDA-2018-P-3535,Petition from Norbrook Laboratories Limited
09000064838d245a,Other,FDA-2018-P-3535-0006,FDA-2018-P-3535,Amendment to Suitability Petition FDA-2018-P-3535: Pimobendan Oral Solution
0900006483716434,Supporting & Related Material,FDA-2018-P-3535-0004,FDA-2018-P-3535,Appendix 2 re Petition from Norbrook Laboratories Limited
0900006483716431,Other,FDA-2018-P-3535-0002,FDA-2018-P-3535,Acknowledgment Letter from FDA DDM to Norbrook Laboratories Limited
09000064838d689b,Supporting & Related Material,FDA-2018-P-4340-0005,FDA-2018-P-4340,Annex III FK Package Insert (Tigecycline) re Citizen Petition from Freyr Inc.
09000064838d6d4a,Other,FDA-2018-P-4340-0002,FDA-2018-P-4340,Acknowledgment Letter from FDA DDM to Freyr Inc.
09000064838d6411,Other,FDA-2018-P-4340-0001,FDA-2018-P-4340,Citizen Petition from Freyr Inc.
09000064838d6899,Supporting & Related Material,FDA-2018-P-4340-0003,FDA-2018-P-4340,Annex I Orange Book: Approved Drug Products with Therapeutic Equivalence Evaluations re Citizen Petition from Freyr Inc.
09000064838d689a,Supporting & Related Material,FDA-2018-P-4340-0004,FDA-2018-P-4340,Annex II Reference Listed Drug Package Insert (Tygacil) re Citizen Petition from Freyr Inc.
090000648367f6d4,Supporting & Related Material,FDA-2018-P-3327-0006,FDA-2018-P-3327,"Attachment 4 re Citizen Petition from Hyman, Phelps & McNamara, PC"
090000648367f6d6,Supporting & Related Material,FDA-2018-P-3327-0008,FDA-2018-P-3327,"Attachment 6 re Citizen Petition from Hyman, Phelps & McNamara, PC"
090000648367eeb5,Other,FDA-2018-P-3327-0001,FDA-2018-P-3327,"Citizen Petition from Hyman, Phelps & McNamara, PC"
090000648367f666,Other,FDA-2018-P-3327-0002,FDA-2018-P-3327,"Acknowledgment Letter from FDA DDM to Hyman, Phelps & McNamara, P.C."
090000648367f6d2,Supporting & Related Material,FDA-2018-P-3327-0004,FDA-2018-P-3327,"Attachment 2 re Citizen Petition from Hyman, Phelps & McNamara, PC"
090000648367f6d3,Supporting & Related Material,FDA-2018-P-3327-0005,FDA-2018-P-3327,"Attachment 3 re Citizen Petition from Hyman, Phelps & McNamara, PC"
090000648367f6d1,Supporting & Related Material,FDA-2018-P-3327-0003,FDA-2018-P-3327,"Attachment 1 re Citizen Petition from Hyman, Phelps & McNamara, PC"
090000648367f6d5,Supporting & Related Material,FDA-2018-P-3327-0007,FDA-2018-P-3327,"Attachment 5 re Citizen Petition from Hyman, Phelps & McNamara, PC"
090000648367f6d7,Supporting & Related Material,FDA-2018-P-3327-0009,FDA-2018-P-3327,"Attachment 7 re Citizen Petition from Hyman, Phelps & McNamara, PC"
09000064849a8125,Other,FDA-2020-P-1506-0009,FDA-2020-P-1506,Partial Interim Response from FDA CVM to Daniel Waltz
09000064846dc535,Supporting & Related Material,FDA-2020-P-1506-0005,FDA-2020-P-1506,FOOTNOTES 19-24 re Citizen Petition from Animal Legal Defense Fund
09000064846d4bff,Other,FDA-2020-P-1506-0002,FDA-2020-P-1506,Acknowledgment Letter from Animal Legal Defense Fund
09000064846dc538,Supporting & Related Material,FDA-2020-P-1506-0008,FDA-2020-P-1506,FOOTNOTES 69-83 re Citizen Petition from Animal Legal Defense Fund
09000064846dc536,Supporting & Related Material,FDA-2020-P-1506-0006,FDA-2020-P-1506,FOOTNOTES 25-47 re Citizen Petition from Animal Legal Defense Fund
09000064846dc537,Supporting & Related Material,FDA-2020-P-1506-0007,FDA-2020-P-1506,FOOTNOTES 48-68 re Citizen Petition from Animal Legal Defense Fund
09000064846cf29e,Other,FDA-2020-P-1506-0001,FDA-2020-P-1506,Citizen Petition from Animal Legal Defense Fund
09000064846dc383,Supporting & Related Material,FDA-2020-P-1506-0004,FDA-2020-P-1506,FOOTNOTES 16-19 re Citizen Petition from Animal Legal Defense Fund
09000064846dc382,Supporting & Related Material,FDA-2020-P-1506-0003,FDA-2020-P-1506,FOOTNOTES 4-15 re Citizen Petition from Animal Legal Defense Fund
09000064839e9fd2,Other,FDA-2019-P-0175-0001,FDA-2019-P-0175,"Citizen Petition  from Fresenius Kabi USA, LLC"
09000064839e9fcf,Other,FDA-2019-P-0175-0002,FDA-2019-P-0175,"Acknowledgment Letter from FDA DDM to  Fresenius Kabi USA, LLC"
090000648229c201,Supporting & Related Material,FDA-2016-P-3162-0003,FDA-2016-P-3162,Attachment 1 Orange Book Drug Products Listing re Citizen Petition from ANDA Consultants
090000648229c1ff,Other,FDA-2016-P-3162-0002,FDA-2016-P-3162,Acknowledgement Letter from FDA DDM to ANDA Consultants
090000648249369d,Other,FDA-2016-P-3162-0004,FDA-2016-P-3162,Withdrawal from ANDA Consultants
090000648229c1fd,Other,FDA-2016-P-3162-0001,FDA-2016-P-3162,Citizen Petition from ANDA Consultants
09000064849f3df1,Supporting & Related Material,FDA-2021-P-0083-0003,FDA-2021-P-0083,"Attachment 1 re Suitability Petition from Hyman, Phelps & McNamara PC"
09000064849f3ebd,Supporting & Related Material,FDA-2021-P-0083-0005,FDA-2021-P-0083,"Attachment 3 re Suitability Petition from Hyman, Phelps & McNamara PC"
09000064849f3df2,Supporting & Related Material,FDA-2021-P-0083-0004,FDA-2021-P-0083,"Attachment 2 re Suitability Petition from Hyman, Phelps & McNamara PC"
09000064849f3ded,Other,FDA-2021-P-0083-0002,FDA-2021-P-0083,"Acknowledgment Letter from FDA DMS to Hyman, Phelps & McNamara PC"
09000064849f3dec,Other,FDA-2021-P-0083-0001,FDA-2021-P-0083,"Suitability Petition from Hyman, Phelps & McNamara PC"
090000648485ac5f,Other,FDA-2020-P-1881-0002,FDA-2020-P-1881,Acknowledgment Letter from FDA DMS to The Weinberg Group
0900006484a6b556,Other,FDA-2020-P-1881-0003,FDA-2020-P-1881,Interim Response from FDA CDER to The Weinberg Group a ProPharma Group Company
0900006484a95e90,Other,FDA-2020-P-1881-0005,FDA-2020-P-1881,Letter to The Weinberg Group from FDA CDER
090000648485a88c,Other,FDA-2020-P-1881-0001,FDA-2020-P-1881,Citizen Petition from The Weinberg Group
0900006484a93000,Notice,FDA-2020-P-1881-0004,FDA-2020-P-1881,"Determination That SERENTIL (Mesoridazine Besylate) Tablets, 10 Milligrams, 25 Milligrams, 50 Milligrams, and 100 Milligrams, Were Not Withdrawn From Sale for Reasons of Safety or Effectiveness"
0900006484a67d67,Other,FDA-2021-P-0268-0003,FDA-2021-P-0268,Supplement from Foley Hoag LLP
0900006484a5fab8,Other,FDA-2021-P-0268-0001,FDA-2021-P-0268,"Citizen Petition from Foley Hoag, LLP"
0900006484a5fabb,Other,FDA-2021-P-0268-0002,FDA-2021-P-0268,"Acknowledgment Letter from FDA DMS to Foley Hoag, LLP"
0900006484cb33aa,Other,FDA-2021-P-0268-0004,FDA-2021-P-0268,"Interim Response from FDA CDER to Foley Hoag, LLP"
090000648042b382,Notice,FDA-2007-N-0267-0002,FDA-2007-N-0267,FDA
090000648042b383,Notice,FDA-2007-N-0267-0001,FDA-2007-N-0267,FDA
09000064814413c3,Other,FDA-2004-P-0401-0004,FDA-2004-P-0401,FDA/CDER to FDA/DDM - Memorandum
09000064804744d6,Other,FDA-2004-P-0401-0002,FDA-2004-P-0401,"HFA-305 to Andrx Pharmaceuticals, Inc."
09000064804744d0,Other,FDA-2004-P-0401-0001,FDA-2004-P-0401,"HFA-305 to Andrx Pharmaceuticals, Inc."
